0,WHAT IS WONDERMART,*,*,Lowest price grocery app.,wondermart-entry.aiml
0,WHERE IS MY ORDER,*,*,Usually orders take 1-2 days to get delivered. Please let us know if you it has been more than 1 day?,wondermart-entry.aiml
0,WHY HAVE I NOT RECEIVED REFERRAL COINS,*,*,The first 10 referrals are free. After that you need your friends to buy to continue to get referral coins.,wondermart-entry.aiml
